value,group
1387.54,0
142.84,0
136.77,0
103.41,0
191.46,0
465.33,0
188.21,0
178.65,0
306.03,0
225.24,0
67.44,0
557.06,0
98.43,0
1727.02,0
917.05,0
187.77,0
64.9,0
168.11,0
144.41,0
138.71,0
86.61,0
2611.86,0
261.88,0
856.52,0
363.34,0
327.32,0
694.71,0
1131.92,0
1139.84,0
88.92,0
1166.44,0
166.92,0
282.28,1
473.09,0
1657.72,0
739.19,0
1160.32,0
399.51,0
360.12,0
61.63,0
2810.88,0
258.29,0
2392.38,0
134.77,0
279.57,0
164.06,0
171.11,0
457.25,0
504.96,0
99.99,0
164.25,0
595.76,0
367.62,0
341.96,0
370.32,0
74.11,0
604.69,0
1029.86,0
163.91,0
110.47,0
1044.5,0
57.44,0
372.33,0
86.53,0
1112.48,0
94.11,0
138.77,0
117.21,0
64.71,0
376.56,0
255.08,0
309.94,0
72.06,0
220.41,0
375.32,0
626.96,0
591.56,0
1055.7,0
614.9,0
122.11,0
333.22,0
83.23,0
90.84,0
146.11,0
2416.89,0
338.72,0
533,0
70.7,0
1370.82,0
217.23,0
93.71,0
228.63,0
411.93,0
108.84,0
1343.92,0
298.18,0
461.52,0
154.47,0
1481.58,0
595.58,0
116.4,0
846.62,0
87.03,0
53,0
637.82,0
163.22,0
166.71,0
194.91,0
55.88,0
93.11,0
111.76,0
109.54,0
307.31,0
1231.72,0
151.51,0
505.82,0
575.43,0
93.43,0
635.16,0
854.72,0
992.96,0
2319.39,0
166.43,0
39.8,0
231.86,0
243.21,0
133.68,0
560.86,0
276.77,0
570.16,0
231.33,1
57.11,0
414.92,0
459.82,0
424.13,0
649.81,0
85.63,0
262.75,0
58.37,0
913.3,0
163.43,0
434.18,0
2136.36,0
958.59,0
5170.12,0
227.41,0
173.54,0
45.17,0
1079.1,0
422.3,0
296.22,0
282.86,0
522.73,0
797.24,0
372.32,0
1012.23,1
9599.39,0
156.51,0
233.41,0
61.82,0
190.26,1
308.14,0
219.32,0
194.44,0
95.71,0
740.86,0
64.58,0
222.36,0
173.71,0
2248.06,0
109.18,0
420.38,0
1332.26,0
401.31,0
130.41,0
630.09,0
210.2,0
83.71,1
535.09,0
464.22,0
815.86,0
552.31,0
409.44,0
654.86,0
112.65,0
1249.58,0
198.76,0
280.17,0
802.6,0
241.81,0
103.85,0
415.2,0
173.07,0
173.07,0
1010.43,0
703.22,0
252.51,0
78.87,0
258.28,0
1093.48,0
171.36,0
111.71,0
3278.88,0
202.84,0
260.21,0
603.63,0
316.91,0
97.51,0
262.61,0
181.37,0
360.61,0
344.16,0
145.66,0
358.11,0
158.43,0
333.22,0
147.11,0
174.46,0
351.41,0
413.43,0
70.11,0
698.4,0
92.3,0
278.52,0
129.11,0
81.11,0
340.21,0
2718.39,0
698.64,0
241.61,0
70.1,0
383.43,0
244.94,0
145.66,0
124.23,0
154.71,0
141.71,0
230.18,0
308.91,0
153.43,0
159.11,0
166.11,0
54.06,0
116.51,0
368.48,0
353.36,0
155.51,0
125.32,0
527.25,0
196.11,1
529.88,0
89.21,0
127.51,0
476.92,0
236.86,0
3188.3,1
695.06,0
789.79,1
73.14,0
303.02,0
1131.45,0
181.02,0
180.88,0
221.43,0
262.08,0
127.94,0
130.28,0
106.11,0
82.6,0
672.53,0
59.66,0
60.71,0
149.61,0
2599.72,0
178.44,0
232.87,0
598.86,0
166.9,0
255.41,0
38.66,0
77.71,0
150.2,0
910.48,0
5593.86,0
162.66,0
267.76,0
120.26,0
285.42,0
216.79,0
230.76,0
198.43,0
892.65,0
138.94,0
472.56,0
317.84,0
495.7,0
423.03,0
181.52,0
4461.56,0
3637.36,0
634.11,0
132.55,0
1645.72,0
87.7,1
313.51,0
562.8,0
1153.24,0
70.02,0
924.15,0
175.24,0
588.34,0
92.09,0
726.02,0
2045.72,0
181.21,0
365.19,0
301.32,0
242.02,0
80.28,0
254.82,0
1623.28,0
238.39,0
475.02,0
173.75,0
3206.12,0
79.11,0
100.11,0
54.2,0
282.32,0
723.53,0
648.09,0
533,0
847.52,0
336.09,0
341.62,1
281.21,0
71.44,0
173.74,0
836.46,0
319.02,0
4885.44,0
555.7,0
547.11,0
49.66,0
511.36,0
684.64,0
148.37,0
99.6,0
47.44,0
63.14,0
903.3,0
109.66,0
1227.32,1
139.74,1
843.57,0
248.22,0
100.94,0
3432.12,0
792.15,0
934.56,0
784.61,0
273.91,0
102.71,0
86.99,0
2302.76,0
215.32,0
1245.74,0
178.01,0
214.51,0
94.5,0
405.02,0
228.48,0
316.66,0
135.61,0
773.82,0
680.86,0
104.34,0
306.32,0
127.51,0
392.91,0
97.06,0
321.21,0
364.21,0
686.16,0
635.12,1
118.99,0
559.06,0
217.77,0
146.47,0
692.82,0
1724.08,0
863.86,0
137.11,0
727.04,0
93.11,0
169.74,0
65.5,0
46.15,0
365.19,0
134.11,0
602.06,0
1397.95,0
139.32,0
464.97,0
172.47,0
262.41,0
80.33,0
645.16,0
760.01,0
2858.92,0
233.68,0
596.56,0
218.32,0
88.72,0
171.81,0
140.91,0
1169.01,0
1220.48,0
287.88,0
190.26,0
165.76,0
196.11,0
688.83,0
115.65,0
543.16,0
83.16,0
91.11,1
277.62,1
56.64,0
249.42,0
155.74,0
184.11,0
38.17,0
258.22,1
338.13,0
1746.24,0
1386.32,0
208.68,0
310.02,0
95.81,0
1509.22,0
5194.92,0
714.36,0
190.26,0
345.82,0
2162.66,0
72.66,0
141.09,0
728.59,0
273.92,0
224.24,0
581.02,0
4371.51,0
95.02,0
100.76,0
164.47,0
215.8,0
625.62,0
1233.24,0
192.11,0
216.92,0
608.51,0
301.22,0
81.71,0
325.92,0
489.51,0
168.42,0
418.81,0
156.97,0
253.46,0
122.37,0
606.84,0
97.71,0
792.73,1
446.05,0
1465.61,0
276.09,0
405.58,0
39.8,0
110.43,0
399.02,0
177.71,0
929.57,0
358.55,0
210.93,0
210.61,0
370.56,0
98.71,0
247.31,0
767.56,0
151.94,0
650.52,0
85.11,0
342.39,0
159,0
78.35,0
1119.26,0
263.31,0
141.51,0
148.85,0
472.68,0
163.02,0
1571.64,0
359.52,0
3168,0
87.66,0
178.16,1
432.61,0
76.11,0
1145.7,0
239.11,0
380.61,0
113.71,0
69.71,0
164.81,0
248.76,0
2589.77,0
2730.32,0
174.91,0
2683.72,0
159.73,0
5019.65,0
497.04,1
78.71,0
161.57,0
171.71,0
67.6,0
326.81,0
239.91,0
59.8,0
3258.04,0
291.81,0
253.46,0
169.61,0
105.98,0
441.86,0
218.07,0
353.31,0
87.11,0
157.51,0
1052.27,0
1209.11,0
426.42,0
819.36,0
913.3,0
44.67,0
387.11,0
1047.96,0
3206.59,0
278.42,0
52.66,0
289.98,0
2919.06,1
530.22,0
359.76,0
483.92,0
230.74,0
2595.36,0
4723.86,0
362.16,1
370.32,0
157.46,0
89.91,0
120.84,0
103.45,0
373.42,0
117.66,1
68.37,0
146.01,0
54.17,0
140.56,0
577.84,1
106.72,0
469.16,0
794.64,0
160.03,0
534.21,0
4009.04,0
44.73,0
107.11,0
220.22,0
46.36,0
945.11,0
98.71,0
168.01,0
450.61,0
89.63,0
600.48,0
244.01,0
126.77,0
547.42,0
315.92,0
680.16,0
2717.36,0
1142.16,0
43.5,0
247.82,0
388.21,0
1259.92,0
102.87,0
95.81,0
1695.69,0
911.46,0
87.47,0
527.82,0
204.86,0
405.75,0
210.07,0
154.31,0
180.81,0
59.32,0
230.21,0
262.81,0
1249.72,0
41.52,0
76.71,0
94.63,0
261.31,0
76.71,0
328.44,0
350.32,0
344.15,0
2323.18,0
1025.72,0
29.37,0
205.66,0
52.98,0
99.28,0
194.42,0
2514.06,0
298.42,0
284.38,0
1936.8,0
282.19,0
71.63,0
918.45,0
54.73,0
280.71,0
53.36,0
265.52,0
873.72,0
689.42,0
442.55,0
449.88,0
3822.6,0
101.4,0
439.48,0
156.51,0
668.66,0
215.51,0
480.99,0
147.96,1
488.86,0
327.02,0
277.14,0
462.02,0
159.3,1
101.08,0
109.47,0
166.61,0
405.84,0
745.72,0
252.86,1
77.73,0
802.86,0
317.02,0
545.12,0
547.51,0
186.61,0
2976.52,0
225.08,1
319.13,0
60.66,0
98.88,0
2014.38,0
4873.92,0
141.32,0
55.37,0
261.51,0
764.86,0
733.66,0
122.44,0
1139.25,0
62.44,0
1350.99,0
127.43,0
296.22,0
1190.86,0
283.27,0
594.5,0
2276.16,0
3063.04,0
148.11,0
498.36,0
1028.32,0
2965.97,0
244.22,0
268.85,0
755.22,0
165.91,0
306.22,0
332.56,0
316.36,0
189.07,0
136.84,0
243.29,1
1652.28,0
191.43,0
121.57,0
284.52,0
348.46,0
684.31,0
158.01,0
54.73,0
48.44,0
212.75,0
39.21,0
2615.46,0
241.81,0
182.56,0
425.02,0
530.86,0
322.92,0
515.82,1
126.82,0
859.82,0
1589.8,0
223.21,0
372.95,0
119.71,0
387.82,0
228.51,0
2120.79,0
125.61,0
687.86,0
149.35,0
82.11,0
1177.01,0
731.26,0
1074.9,0
1503.64,0
374.39,0
53.36,1
71.13,0
431.88,0
642.04,0
56.36,0
205.22,0
133.08,0
195.43,0
499.83,0
328.71,0
645.88,1
309.48,0
272.42,0
218.71,0
103.24,0
369.6,0
121.16,0
129.11,0
223.8,0
666.04,1
336.33,0
272.11,0
647.62,0
40.36,0
255.51,0
851.46,0
427.67,0
129.71,0
119.71,0
54.37,0
352.86,0
632.06,0
2354.36,0
170.44,0
41.44,0
243.94,0
1831.22,0
59.37,0
343.14,0
284.84,0
514.42,0
334.71,0
125.32,0
60.44,0
98.53,0
5269.86,0
124.31,0
254.25,0
116.04,0
180.36,0
2911.56,0
138.51,0
565.36,0
261.96,0
482.02,0
133.71,0
174.5,0
907.62,0
209.91,0
280.92,0
148.85,0
321.16,0
510.78,0
71.88,0
600.86,0
188.16,0
113.66,0
741.06,0
144.61,0
2653.38,0
141.85,0
592.76,0
222.82,0
282.86,0
377.76,0
90.64,0
305.77,0
213.16,1
939.63,0
1691.07,0
199.51,0
328.22,0
213.28,0
468.76,0
169.11,0
218.41,0
260.31,0
585.09,0
64.11,0
693.64,0
804.26,0
249.33,0
2563.11,0
1056.12,0
276.15,0
319.96,0
3589.22,0
110.84,0
273.63,0
146.21,0
201.61,0
354.92,0
486.98,0
155.08,0
98.78,0
162.41,0
277.74,0
177.51,0
937.85,0
83.32,0
154.22,0
3864.06,0
389.82,0
198.11,0
218.28,0
456.24,0
153.21,0
202.72,0
223.01,0
122.02,0
111.04,0
251.47,0
340.21,0
661.24,0
617.04,0
455.82,0
130.51,0
1055.72,0
156.71,0
129.54,0
291.2,0
115.41,0
156.07,0
5784.86,1
299.01,0
974.92,0
973.28,0
136.01,0
79.29,0
133.73,0
402.81,0
234.54,0
89.11,0
269.91,0
605.06,0
60.15,0
275.22,0
197.68,0
312.32,1
478.96,0
279.42,0
474.7,0
302.31,0
712.32,0
142.26,0
93.24,1
864.82,0
2047.82,0
144.36,0
137.6,0
263.31,0
462.66,0
200.84,0
267.48,0
98.75,0
232.41,0
91.11,0
99.01,0
195.11,0
190.41,0
109.11,0
263.91,0
94.41,1
439.71,0
160.47,0
461.93,0
299.61,0
667.32,0
718.92,0
1170.86,0
202.76,0
200.84,0
51.92,0
667.99,0
205.53,0
1117.38,0
96.66,0
114.34,0
974.16,0
2830.86,0
112.84,0
152.47,0
316.61,0
199.48,0
62.66,0
356.28,0
114.11,0
138.92,0
253.21,0
171.11,0
927.84,0
76.71,0
203.34,0
231.16,0
143.14,0
127.66,0
239.44,0
450.63,1
195.26,0
1519.65,0
516.33,0
72.66,0
349.02,0
2885.72,0
668.66,0
106.37,0
93.24,0
447.52,0
57.62,0
1264.04,0
136.36,0
655.12,0
168.61,0
353.42,0
459.1,0
550.02,0
378.86,0
488.11,0
654.48,0
138.11,0
117.81,0
497.99,0
137.41,0
195.01,0
190.26,0
1755.72,0
959.22,0
162.6,0
169.85,0
94.33,0
236.37,0
814.54,0
797.26,0
256.11,0
471.15,1
1315.72,0
255.11,1
100.18,0
50.76,0
293.54,0
71.42,0
41.48,0
29.26,0
691.84,0
120,0
644.86,0
133.36,0
4056.1,0
316.14,0
1138.24,0
104.11,0
130.46,0
12393,0
908.98,0
137.68,0
425.82,0
1180.67,0
559.06,0
171.11,0
576.63,0
436.86,0
78.36,0
3210.73,0
103.32,0
68.37,0
694.56,0
114.77,0
203.07,0
516.46,0
201.95,0
390.27,0
300.32,0
1224.72,0
472.02,0
588.34,0
342.66,0
95.66,0
270.61,0
227.87,0
454.42,0
1270.83,0
1836.32,0
144.69,0
54.2,0
856.51,0
107.11,0
222.76,0
597.22,1
220.51,0
144.22,0
305.32,0
144.11,0
228.22,0
80.77,0
396.22,0
136.84,0
126.51,0
107.11,0
116.11,0
237.51,0
717.46,0
145.47,0
683.94,0
89.94,0
477.64,0
384.2,0
2053.82,0
236.64,0
90.66,0
702.65,0
127.47,0
196.31,0
219.37,0
1217.13,0
85.81,0
193.03,0
1634.02,0
86.11,0
397.81,0
1347.5,0
135.11,0
108.63,0
82.17,0
1013.25,0
66.72,0
2717.28,0
140.51,0
204.72,0
201.71,0
98.03,0
460.16,0
133.24,0
86.11,0
905.62,0
609.82,0
381.64,0
572.21,0
119.81,0
910.86,0
4885.85,0
303.62,0
246.5,0
186.43,1
255.11,0
273.35,0
1126.12,0
680.73,0
123.84,0
386.51,0
84.3,0
431.59,0
61.37,0
1725.72,0
43.32,0
436.86,0
271.51,0
361.61,0
2831.38,0
337.51,0
590.86,0
428.76,0
1128.56,0
109.11,0
171.68,0
577.16,0
1773.54,0
82.04,0
1035.02,0
589.56,0
807.28,1
522.78,1
588,0
271,0
784.64,0
116.11,1
292.01,0
114.51,0
135.91,0
180.83,0
53.66,0
238.72,0
488.44,0
161.71,0
116.54,0
850.08,0
433.72,0
1097.06,0
3758.78,0
935.56,0
197.98,0
258.64,0
181.51,0
455.22,0
218.11,0
328.92,0
175.41,0
87.6,0
114.21,0
38.37,0
214.31,0
96.11,0
1147.94,0
1117.92,1
291.22,0
69.71,0
1395.08,0
1275.72,0
830.06,0
361.72,0
115.09,0
1497.44,0
1011.66,0
227.58,0
154.16,0
1524.86,0
237.05,0
90.41,0
253.42,0
209.54,0
202.13,0
577.64,0
1108.24,0
743.64,0
1229.58,1
190.01,0
107.44,0
180.26,0
295.84,0
130.28,0
71.66,0
3301.68,0
94.11,0
66.68,0
240.82,0
181.76,0
1160.4,0
305.91,0
226.77,0
84.04,0
44.06,0
67.23,0
578.88,0
41.13,0
65.87,0
89.47,0
153.2,0
1381.91,0
953.46,0
451.54,0
54.67,0
108.4,1
196.74,0
335.71,0
597.19,0
190.77,0
706,0
4214.68,0
2814.41,0
328.21,0
1120.98,0
547.16,0
266.14,0
382.37,0
1574.86,0
730.76,0
880.36,0
224.32,0
557.06,0
343.6,0
2769.47,0
723.98,0
589.56,0
682.67,0
440.11,0
467.74,0
4285.1,0
201.32,0
133.91,0
364.16,1
181.11,0
626.32,0
177.32,0
89.47,0
1054.52,0
294.22,0
1123.24,0
314.87,0
972.05,0
160.51,0
68.18,0
497.36,0
232.56,0
154.41,0
778.57,0
163.55,0
735.23,0
1984.52,0
260.32,0
538.22,0
389.02,0
367.61,0
73.59,0
109.11,0
114.11,0
138.77,1
818.86,0
342.74,0
1736.63,0
285.67,0
194.72,1
157.11,0
3876.88,0
112.99,0
559.81,0
253.41,0
244.51,0
83.79,0
2323.58,0
208.07,0
19019,0
83.88,0
204.5,0
250.56,0
1889.08,0
1247.05,0
189.81,0
1286.85,0
191.02,0
725.51,0
56.61,0
86,0
272.11,0
158.02,0
149.71,0
695.16,0
1047.82,0
367.24,0
408.36,0
250.49,0
280.54,0
325.71,0
346.28,0
87.17,0
369.6,0
135.63,0
60.68,0
1869.46,0
126.61,0
512.86,0
1723.8,0
223.91,0
35.84,0
379.01,1
354.16,0
152.89,1
1365.71,0
204.28,0
243.5,0
81.65,0
133.51,0
48.65,0
147.5,0
418.22,0
1339.4,0
151.77,0
230.51,0
278.72,0
493.52,0
1434.04,0
276.01,0
169.74,0
95.66,1
590.83,0
370.72,0
210.09,0
9862.6,0
108.4,0
121.66,0
723.64,0
322.39,0
1372.47,0
249.3,0
3091.44,0
727.46,0
104.44,0
101.11,0
2399.4,0
323.68,0
854.21,0
518.91,0
885.46,0
151.11,1
294.51,0
205.87,0
1092.39,0
5430.24,0
361.71,0
2123.46,0
1105.34,0
137.11,0
106.66,0
307.35,0
384.16,0
1079.51,0
232.97,0
1409.45,0
140.37,0
67.66,0
110.13,0
67.54,0
125.24,0
81.11,0
517.9,0
241.42,0
233.22,0
78.53,0
374,0
122.22,0
141.81,0
94.36,0
435.1,0
104.53,0
276.09,1
250.94,0
1002.16,0
588.34,0
396.82,0
694.94,0
175.6,0
93,0
120.01,0
398.78,0
37.44,0
214.23,0
69.47,0
5205.24,0
77.73,0
177.92,0
171.77,0
118.71,0
685.44,0
66.08,0
340.11,0
172.49,0
747.46,0
47.44,0
73.84,0
193.64,0
320.48,0
258.04,0
97.66,0
194.41,0
118.16,0
209.63,0
116.11,0
768.85,0
136.41,0
147.61,0
56.01,0
571.86,0
174.01,0
153.02,0
211.94,0
634.53,0
705.64,0
120.01,0
6591.44,0
566.46,0
88.11,1
13333.6,1
626.42,0
133.77,0
2615.44,0
170.11,0
76.73,0
132.05,0
881.44,0
104.91,0
69.89,0
57.96,0
145.21,0
1604.92,0
74.76,0
695.48,0
84.13,1
65.52,0
2385.52,0
426.42,0
112.23,0
114.51,0
559.06,0
139.07,1
485.31,0
113.77,0
86.64,0
106.89,0
2704.09,0
195.6,0
535.8,0
633.02,0
215.07,0
220.44,0
324.02,0
97.66,0
309.33,0
716.85,0
107.4,0
340.26,0
116.72,0
960400,0
365.59,0
529.21,0
14950,0
152.73,0
885.36,0
37.66,0
143.32,0
184.11,0
1695.78,0
102.84,0
781.83,0
114.56,0
236.22,0
281.91,0
71.37,0
226.31,0
156.97,0
439.41,0
238.41,0
114.68,0
232.21,0
218.65,0
116.43,0
260.88,0
55.83,0
3183.04,0
565.84,0
177.28,0
121.37,0
1525.91,0
151.11,0
129.22,0
1167.91,0
83.04,0
1317.92,0
938.72,0
120.37,0
212.17,0
128,0
246.51,0
71.48,0
165.65,0
216.32,0
1330.72,0
294.86,0
102.7,0
1400.86,0
423.22,0
115.61,0
712.73,0
158.01,0
78.84,0
618.61,0
278.81,0
237.68,0
916.46,0
143.6,0
346.22,0
2118.23,1
228.51,0
166.72,0
431.31,0
406.51,0
277.14,0
248.28,0
113.66,0
115.73,0
46.3,0
55.11,0
292.24,0
3818.19,0
136.2,0
1585.94,0
582.06,0
2384.1,0
203.61,0
61.71,0
666.04,0
155.71,0
98.01,0
400.22,0
526.74,0
453.49,0
561.65,0
160.92,0
38.14,0
92.19,0
463.68,0
602.95,0
199.31,0
256.03,0
1770.12,0
114.61,0
153.81,0
967.83,0
612.8,0
144.74,0
369.6,0
114.91,0
2910.07,0
120.43,0
163.61,0
201.11,0
590.34,0
186.76,0
126.16,0
1085.88,0
2344.83,0
316.5,1
61.41,0
101.36,0
323.22,0
777.86,1
563.62,0
1560.5,0
110.47,0
110.16,0
211.32,0
129.55,0
180.8,0
277.96,0
1107.92,0
637.55,0
396.42,0
1823,0
174.47,0
348.16,0
2437.72,1
232.31,0
360.26,0
1846.68,0
55,0
812.56,0
152.22,0
127.91,0
230.46,0
152.9,0
352.52,0
245.62,0
94.09,0
602.22,0
434.32,0
731.2,0
131.32,0
92.66,0
641.61,0
142.07,0
77.11,0
378.86,0
1254.36,0
62,0
1942.24,0
154.22,0
646.92,0
73.11,0
738.32,0
218.28,0
152.71,0
356.91,0
297.42,0
301.81,0
201.01,0
366.71,0
461.64,0
1006.14,0
461.74,0
668.58,0
137.8,0
77.37,0
406.22,0
67.38,0
315.98,0
102.24,0
193.64,0
381.2,0
113.91,0
262.72,0
676.24,0
339.84,0
173.01,0
103.32,1
354.21,0
2064.92,0
133.56,0
747.86,0
97.37,0
344.88,0
77.73,0
153.81,0
174.11,0
350.21,0
83.51,0
164.81,0
51.44,0
184.29,0
331.17,0
272.51,0
124.37,0
227.11,0
54.2,0
449.84,0
1803.86,0
244.62,0
137.47,1
828.75,0
867.51,0
137.17,0
268.61,0
246.18,0
509.05,0
446.32,0
136.81,0
62.66,1
421.78,0
200.21,0
493.36,0
220.22,0
2587.72,0
2431.42,0
5498.26,0
167.84,0
587.13,0
160.73,0
157.11,0
110.63,0
273.22,0
178.81,0
2706.98,0
192.51,0
97.89,0
41.97,0
152.48,0
288.41,0
293.42,0
3237.07,0
131.03,0
2891.38,0
338.32,0
462.02,0
259.91,0
223.6,0
64.07,0
108.05,0
160.85,0
232.22,0
146.73,0
1342.92,0
188.74,0
946.83,0
269.41,0
238.92,1
1348.52,0
122.72,0
304.51,0
154.71,0
295.4,0
562.32,0
8145.72,0
351.16,0
329.12,0
1704.66,0
176.51,0
2144.86,0
247.24,0
276.22,0
1141.56,0
469.82,0
1108.46,0
175.46,0
831.26,0
153.32,0
856.28,0
490.86,0
189.51,0
183.21,0
2215.44,0
180.36,0
107.98,0
71.42,0
124.68,0
312.33,1
98.51,0
249.51,0
3629.04,0
58.23,0
323.42,0
106.08,0
328.88,0
275.34,0
651.24,0
92.91,0
124.84,0
509.02,0
823.86,0
203.02,0
136.71,0
175.61,0
335.99,0
79.01,0
350.82,0
699.7,0
268.42,0
123.41,0
188.02,0
562.55,1
71.12,0
3301.68,0
243.82,0
684.42,0
224.41,0
191.42,0
310.56,0
191.17,0
215.02,0
156320,0
442.76,0
75.11,0
1989.49,0
763.76,0
150.22,0
1604.92,0
92.44,1
233.64,0
183.71,0
1192.22,0
387.96,0
349.02,0
992.26,0
1958.45,0
69.11,0
80.95,0
88.39,0
85.66,0
356.62,0
80.71,0
1075.26,0
164.11,0
143.73,0
677.92,0
182.84,0
96.51,0
155.71,0
302.81,0
401.66,0
381.68,0
700.25,0
128.74,0
251.91,0
615.02,0
1012.86,0
319.74,0
735.12,0
388.62,0
45.35,0
203.11,0
111,0
89.46,0
1505.86,1
224.22,0
120.2,0
48.53,0
436.86,0
146.81,0
346.61,0
1136.47,0
938.25,0
130.44,0
176,0
188.73,0
178.91,0
427.84,0
3668.38,0
151.51,0
165.12,0
275.46,0
1365.72,0
131.43,0
141.32,0
433.04,0
976.22,0
478.22,0
109.46,0
294.35,0
49.37,0
330.91,1
161.61,0
213.09,0
697.86,0
558.53,0
104.71,0
91.67,0
428.92,0
213.41,0
106.16,0
137.94,0
86.83,0
3378.26,0
270.22,0
79.61,0
591.56,0
149.52,0
608.9,0
763.64,0
1066.49,0
1365.46,0
171.32,0
257.11,0
2245.84,0
167.37,0
110.22,0
385.23,0
227.51,0
286.64,0
133.77,1
67.86,0
549.02,0
262.01,0
3802.2,0
129.11,0
138.51,0
701.8,0
1042.92,0
176.78,0
85.81,0
77.36,0
183.11,1
58.37,0
344.51,0
151.51,0
82.17,0
243.14,0
2743.38,0
299.82,0
398.28,0
172.44,0
181.98,0
226.22,0
362.83,0
136.07,0
287.91,0
69.73,0
1233.86,0
319.7,0
78.11,0
877.71,0
544.71,0
183.72,0
745.22,0
123.91,0
665.53,0
98.11,0
74.76,0
632.01,0
342.41,0
92.14,0
239.11,0
159.94,0
134.37,0
145.03,0
125.73,0
161.47,0
106.54,0
414.51,0
1247.38,0
96.98,0
339.58,0
383.86,0
210.44,1
142.71,0
20.57,0
285.81,0
137.11,0
860.43,0
157.72,0
115.43,0
139.06,1
195.51,0
233.22,0
273.22,0
105.11,0
730.23,0
77.4,0
425.65,0
121.34,0
110.45,0
75.2,0
941.33,0
576.22,0
107.51,0
164.07,0
252.22,0
108.13,0
635.86,0
254.11,0
797.47,0
104.86,0
272.82,0
1043.84,0
367.56,0
61.32,0
194.51,0
84.11,0
34.82,0
182.11,0
143.11,0
171.73,0
139.54,0
2173.56,0
1361.72,0
793,0
121.32,0
127.91,0
126.43,0
170.91,0
444.43,0
441.02,0
501.39,0
572.42,0
131.36,0
155.11,1
476.99,0
362.38,0
256.92,0
349.54,0
198.28,0
401.94,0
344.72,0
178.51,0
374.62,0
422.76,1
544.53,0
634.83,0
702.32,0
175.66,0
54.67,0
101.29,0
146.07,1
1065.17,0
1110.09,0
359.02,0
104.36,0
562.56,0
612.11,0
712.32,0
427.82,0
294.11,0
385.52,0
207.81,0
232.74,0
265.71,0
197.91,0
551.62,0
40.17,0
114.14,0
122.51,0
2600.89,0
141.01,0
132.55,1
83.11,1
142.63,0
94.89,0
181.74,0
59.84,0
6437.72,0
309.93,0
438.48,0
567.28,0
250.32,0
228.32,0
138.89,0
132.31,0
258.83,0
735.23,0
54.06,0
171.11,0
257.94,0
137.11,0
296.32,0
640.96,0
1191.72,1
674.01,0
535.52,0
128.43,0
474.72,0
568.34,0
345.11,0
1764.72,0
388.64,0
133.34,0
136.17,0
109.47,0
140.51,0
242.74,0
180.87,0
342.77,0
674.58,0
175.31,0
181.51,0
178.94,0
181.17,0
265.65,0
474.04,0
671.82,0
721.02,0
2846.61,0
174.01,0
208.31,0
275.71,0
183.81,0
97.51,0
209.45,0
402.86,0
144.71,0
339.94,0
438,0
67.54,0
69.11,0
239.28,0
227.41,0
111.84,0
55,0
744.18,0
549.42,0
1085.99,0
118.99,0
44.73,0
118.42,0
147.91,0
264.22,0
151.51,0
169.41,0
87.66,0
283.82,0
325.61,0
423.22,0
194.11,0
830.06,0
276.04,0
341.23,0
336.96,0
70.44,0
807.66,0
293.78,0
245.32,0
1052.3,0
63.46,0
202.41,0
80.71,0
230.25,0
274.47,0
528.36,0
345.41,0
126.51,0
81.82,0
721.51,0
1920.6,0
168.11,0
232.76,0
1015.31,0
544.83,0
116.73,0
827.06,0
256.94,0
191.43,0
418.43,0
228.41,0
71.11,0
144.3,0
705.96,0
63.86,0
103.14,0
3146.32,0
191.35,0
318.42,0
923.92,0
1958.41,0
2864.58,0
508.15,0
1035.64,0
44.73,0
159.14,0
108.4,0
124.44,0
1474.42,0
162.01,0
241.76,0
695.06,0
148.11,0
57.66,0
216.24,0
634.26,0
949.31,0
1028.32,0
98.91,0
116.11,0
1328.44,0
146.05,0
172.47,0
107.47,0
273.66,0
2205.68,0
293.02,0
699.41,0
294.94,1
367.31,0
132.11,0
51.78,0
7769.84,0
146.05,0
151.91,0
130.21,0
819.69,0
105.53,0
457.36,0
2267.72,0
43.7,0
1975,0
1487.16,0
587.35,0
391.38,0
44.73,0
378.2,0
988.04,0
421.66,0
127.47,0
300.62,0
3335.36,0
164.11,0
88.63,0
44.66,0
200.2,0
86.77,0
2119.52,0
112.24,0
802.86,0
677.86,0
907.11,0
1495.06,0
430.74,0
189.21,0
146.73,0
569.22,0
177.11,0
597.76,0
165.22,0
156.97,0
195.26,0
202.11,0
75.71,0
124.01,0
679.56,0
112.16,0
1749.92,0
3143.86,0
753.08,0
229.93,0
147.42,0
103.71,0
1230.22,0
251.47,0
372.82,0
363.71,0
117.76,0
267.76,0
1002.6,0
1134.31,0
319.22,0
138.11,0
90.16,0
260.72,1
117.11,0
80.71,0
559.06,0
67.44,0
208.86,0
1766.14,0
1426.44,0
4823.84,0
687.32,0
947.67,0
1417.22,0
2704.9,0
191.54,0
70.71,0
114.91,0
72.77,0
1152.86,0
293.66,0
197.65,0
351.16,0
83.01,0
682.83,0
4175.48,1
95.77,0
149.61,0
169.82,0
650.22,0
246.94,0
666.21,0
219.64,0
1245.55,0
297.32,0
160.06,0
85.71,0
358.71,1
650.91,0
154.91,0
72.36,0
621.04,0
57.66,0
274.92,0
417.4,0
1226.38,0
483.34,0
222.29,0
710.16,0
383.86,0
2545.52,0
1224.24,0
800.65,0
590.51,0
1285.72,0
200.11,0
114.71,0
252.62,0
507.44,0
69.11,0
796.53,0
